row_index,user_id,page,sale_id,date,load_time
3936430,f49086f2c0954ff0ab0f21828e236f37,menu,,2022-05-20 18:26:55,0.059029
3936442,f49086f2c0954ff0ab0f21828e236f37,basket,,2022-05-20 18:27:08,0.063057
3936467,de9b03828c3b47d7b1b3f8ca394cd010,basket,,2022-05-20 18:27:30,0.069111
3936499,5f558e098d234468bb85214b43c35720,menu,,2022-05-20 18:28:04,0.062541
3936561,0c5e4991ee064249a2cbaba36fdcd86a,menu,,2022-05-20 18:29:15,0.075648
3936603,5f558e098d234468bb85214b43c35720,menu,,2022-05-20 18:30:00,0.067197
3936623,de9b03828c3b47d7b1b3f8ca394cd010,basket,,2022-05-20 18:30:19,0.059768
3936670,f49086f2c0954ff0ab0f21828e236f37,menu,,2022-05-20 18:31:05,0.062688
3936698,f49086f2c0954ff0ab0f21828e236f37,payment,1415993,2022-05-20 18:31:33,0.095115
3936732,de9b03828c3b47d7b1b3f8ca394cd010,menu,,2022-05-20 18:32:04,0.060604
3937020,5f558e098d234468bb85214b43c35720,basket,,2022-05-20 18:36:59,0.069768
3937026,0c5e4991ee064249a2cbaba36fdcd86a,basket,,2022-05-20 18:37:02,0.056266
3937037,0c5e4991ee064249a2cbaba36fdcd86a,basket,,2022-05-20 18:37:12,0.046006
3937047,0c5e4991ee064249a2cbaba36fdcd86a,basket,,2022-05-20 18:37:21,0.083287
3937050,0c5e4991ee064249a2cbaba36fdcd86a,menu,,2022-05-20 18:37:23,0.091958
3937086,0c5e4991ee064249a2cbaba36fdcd86a,basket,,2022-05-20 18:38:01,0.056932
3937089,5f558e098d234468bb85214b43c35720,payment,1416031,2022-05-20 18:38:02,0.054766
3937111,0c5e4991ee064249a2cbaba36fdcd86a,menu,,2022-05-20 18:38:22,0.060612
3937212,0c5e4991ee064249a2cbaba36fdcd86a,payment,1416054,2022-05-20 18:39:44,0.053918
3937633,ece403a160ef4844906f9f7e3d77ce57,menu,,2022-05-20 18:46:01,0.060624
3937634,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 18:46:02,0.06031
3937814,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 18:48:37,0.06938
3937823,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 18:48:48,0.043834
3937826,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 18:48:54,0.076107
3937889,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 18:49:40,0.064411
3937920,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 18:50:13,0.060678
3938094,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 18:52:47,0.075119
3938168,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 18:53:49,0.071974
3938227,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 18:54:40,0.059889
3938244,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 18:54:53,0.072443
3938315,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 18:55:56,0.08509
3938453,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 18:57:45,0.083124
3938492,ece403a160ef4844906f9f7e3d77ce57,menu,,2022-05-20 18:58:18,0.078542
3938570,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 18:59:19,0.060808
3938616,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 19:00:02,0.074972
3938661,be9a4a40bd1e4493aecba0b49cd0e356,basket,,2022-05-20 19:00:51,0.065932
3938663,be9a4a40bd1e4493aecba0b49cd0e356,menu,,2022-05-20 19:00:51,0.0748
3938710,be9a4a40bd1e4493aecba0b49cd0e356,basket,,2022-05-20 19:01:41,0.058657
3938745,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 19:02:15,0.067434
3938750,be9a4a40bd1e4493aecba0b49cd0e356,basket,,2022-05-20 19:02:18,0.063028
3938824,46e9ebcb45a54a39903f806924067924,menu,,2022-05-20 19:03:20,0.087762
3938831,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 19:03:23,0.060729
3938947,be9a4a40bd1e4493aecba0b49cd0e356,payment,1416238,2022-05-20 19:05:02,0.073285
3938975,46e9ebcb45a54a39903f806924067924,basket,,2022-05-20 19:05:23,0.095656
3938989,46e9ebcb45a54a39903f806924067924,basket,,2022-05-20 19:05:35,0.070277
3939061,46e9ebcb45a54a39903f806924067924,payment,1416250,2022-05-20 19:06:36,0.067651
3939301,10d3d0f83db347aa8bfb310f3349ab53,basket,,2022-05-20 19:10:13,0.07819
3939394,56e66fd20f5c44048694e48ac10c4e84,menu,,2022-05-20 19:11:48,0.064641
3939398,56e66fd20f5c44048694e48ac10c4e84,menu,,2022-05-20 19:11:53,0.077185
3939456,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:12:41,0.074374
3939519,10d3d0f83db347aa8bfb310f3349ab53,menu,,2022-05-20 19:13:49,0.065443
3939535,56e66fd20f5c44048694e48ac10c4e84,menu,,2022-05-20 19:14:12,0.058438
3939565,10d3d0f83db347aa8bfb310f3349ab53,payment,1416320,2022-05-20 19:14:40,0.088601
3939659,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:15:44,0.076057
3939662,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:15:47,0.068344
3939714,56e66fd20f5c44048694e48ac10c4e84,basket,,2022-05-20 19:16:30,0.071242
3939729,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:16:43,0.064973
3939736,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:16:50,0.08446
3939744,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:16:56,0.055674
3939764,56e66fd20f5c44048694e48ac10c4e84,menu,,2022-05-20 19:17:17,0.071074
3939767,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:17:19,0.084191
3939822,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:17:58,0.066334
3939880,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:18:55,0.07818
3939889,56e66fd20f5c44048694e48ac10c4e84,menu,,2022-05-20 19:19:04,0.059214
3939986,56e66fd20f5c44048694e48ac10c4e84,payment,1416369,2022-05-20 19:20:25,0.073978
3940069,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:21:42,0.056925
3940128,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:22:45,0.061465
3940164,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:23:23,0.084274
3940199,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:23:56,0.073378
3940208,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:24:02,0.080687
3940240,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:24:36,0.07496
3940264,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:25:01,0.062416
3940266,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:25:01,0.085349
3940286,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:25:19,0.072216
3940289,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:25:19,0.084038
3940323,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:25:50,0.061829
3940324,47a1ad0d84bc48e09bd9cb46ed6684e7,menu,,2022-05-20 19:25:50,0.063496
3940336,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:26:00,0.084441
3940380,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:26:39,0.082319
3940410,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:26:57,0.052524
3940420,47a1ad0d84bc48e09bd9cb46ed6684e7,basket,,2022-05-20 19:27:05,0.080188
3940438,df9e01d3059f4b83bd6a0cbaa4bd1d99,basket,,2022-05-20 19:27:29,0.078288
3940459,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:27:51,0.088886
3940516,47a1ad0d84bc48e09bd9cb46ed6684e7,basket,,2022-05-20 19:28:41,0.066658
3940543,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:29:06,0.078931
3940565,eec9f763dc91493f94744b310be3298b,menu,,2022-05-20 19:29:25,0.062354
3940596,eec9f763dc91493f94744b310be3298b,basket,,2022-05-20 19:29:54,0.080736
3940617,2c14db411f904aa1a6495edd36a56043,basket,,2022-05-20 19:30:16,0.059201
3940622,eec9f763dc91493f94744b310be3298b,basket,,2022-05-20 19:30:23,0.073443
3940640,df9e01d3059f4b83bd6a0cbaa4bd1d99,menu,,2022-05-20 19:30:38,0.051513
3940660,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:30:52,0.057061
3940670,d47075a22d3c4fc683df9e75653aa89e,menu,,2022-05-20 19:31:00,0.072839
3940706,47a1ad0d84bc48e09bd9cb46ed6684e7,payment,1416448,2022-05-20 19:31:30,0.070815
3940708,df9e01d3059f4b83bd6a0cbaa4bd1d99,payment,1416447,2022-05-20 19:31:32,0.0811
3940808,eec9f763dc91493f94744b310be3298b,basket,,2022-05-20 19:32:52,0.07813
3940814,d47075a22d3c4fc683df9e75653aa89e,basket,,2022-05-20 19:32:58,0.075237
3940832,2c14db411f904aa1a6495edd36a56043,menu,,2022-05-20 19:33:16,0.082616
3940861,eec9f763dc91493f94744b310be3298b,payment,1416463,2022-05-20 19:33:40,0.065705
3940880,2c14db411f904aa1a6495edd36a56043,payment,1416466,2022-05-20 19:33:50,0.06368
3940915,d47075a22d3c4fc683df9e75653aa89e,payment,1416470,2022-05-20 19:34:31,0.057501
3941262,d47065597708434e9dfaf7527c81624c,menu,,2022-05-20 19:39:59,0.078261
3941404,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:42:22,0.0824
3941493,1011c3fe294848b1ad93bb80bd6d0278,menu,,2022-05-20 19:43:49,0.101931
3941561,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:45:02,0.049487
3941572,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:45:15,0.091921
3941634,1011c3fe294848b1ad93bb80bd6d0278,menu,,2022-05-20 19:46:25,0.082733
3941818,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:50:24,0.046625
3941897,1011c3fe294848b1ad93bb80bd6d0278,menu,,2022-05-20 19:52:03,0.06499
3942121,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:56:29,0.076042
3942162,b7cd497024f64527831794a64ce587ad,basket,,2022-05-20 19:57:31,0.059412
3942252,b7cd497024f64527831794a64ce587ad,menu,,2022-05-20 19:59:17,0.057408
3942256,b7cd497024f64527831794a64ce587ad,basket,,2022-05-20 19:59:21,0.086163
3942259,b7cd497024f64527831794a64ce587ad,basket,,2022-05-20 19:59:23,0.074773
3942354,b7cd497024f64527831794a64ce587ad,payment,1416651,2022-05-20 20:01:19,0.065715
3942636,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:06:39,0.074583
3942688,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:07:42,0.050482
3942693,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:07:56,0.076219
3942933,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:12:09,0.083568
3942959,1a71e65c4ded40e39e7d394ead2c212f,menu,,2022-05-20 20:12:35,0.052031
3943075,585bea250b7242918cc6d54c0dbbab7d,basket,,2022-05-20 20:14:31,0.055347
3943140,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:15:34,0.066263
3943153,1a71e65c4ded40e39e7d394ead2c212f,menu,,2022-05-20 20:15:52,0.083536
3943168,585bea250b7242918cc6d54c0dbbab7d,basket,,2022-05-20 20:16:09,0.060682
3943219,585bea250b7242918cc6d54c0dbbab7d,menu,,2022-05-20 20:17:30,0.052733
3943289,585bea250b7242918cc6d54c0dbbab7d,payment,1416766,2022-05-20 20:19:14,0.070154
3943293,1a71e65c4ded40e39e7d394ead2c212f,basket,,2022-05-20 20:19:22,0.076755
3943300,19bb122aa56d4a0fbbe3be941b134f61,menu,,2022-05-20 20:19:28,0.068137
3943361,01feb81a8aab4786abaf27acb4167549,menu,,2022-05-20 20:20:48,0.064999
3943410,19bb122aa56d4a0fbbe3be941b134f61,menu,,2022-05-20 20:22:00,0.063169
3943539,19bb122aa56d4a0fbbe3be941b134f61,menu,,2022-05-20 20:25:01,0.064087
3943719,19bb122aa56d4a0fbbe3be941b134f61,menu,,2022-05-20 20:29:36,0.080629
3943731,01feb81a8aab4786abaf27acb4167549,menu,,2022-05-20 20:29:49,0.0759
3943767,01feb81a8aab4786abaf27acb4167549,menu,,2022-05-20 20:30:44,0.06582
3943850,01feb81a8aab4786abaf27acb4167549,basket,,2022-05-20 20:32:24,0.051062
3943923,01feb81a8aab4786abaf27acb4167549,basket,,2022-05-20 20:33:52,0.050186
3943925,730943b2731c40ad956a126516cf7b37,menu,,2022-05-20 20:33:54,0.084444
3943975,730943b2731c40ad956a126516cf7b37,menu,,2022-05-20 20:34:43,0.055095
3943989,01feb81a8aab4786abaf27acb4167549,menu,,2022-05-20 20:35:06,0.089805
3943993,6e3e120431e74966bf08489f2d1b2ab9,menu,,2022-05-20 20:35:10,0.062977
3944013,730943b2731c40ad956a126516cf7b37,menu,,2022-05-20 20:35:36,0.061538
3944018,01feb81a8aab4786abaf27acb4167549,payment,1416843,2022-05-20 20:35:44,0.091502
3944066,6e3e120431e74966bf08489f2d1b2ab9,menu,,2022-05-20 20:36:37,0.081842
3944130,6e3e120431e74966bf08489f2d1b2ab9,menu,,2022-05-20 20:38:04,0.061174
3944224,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:39:55,0.082441
3944260,6e3e120431e74966bf08489f2d1b2ab9,menu,,2022-05-20 20:40:43,0.085958
3944273,730943b2731c40ad956a126516cf7b37,basket,,2022-05-20 20:41:03,0.068263
3944320,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:42:32,0.079477
3944329,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:42:48,0.086506
3944382,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:44:17,0.059963
3944408,6e3e120431e74966bf08489f2d1b2ab9,basket,,2022-05-20 20:44:59,0.068937
3944424,aba22af71b8948518d1ff9ad73460f37,menu,,2022-05-20 20:45:22,0.085745
3944437,730943b2731c40ad956a126516cf7b37,menu,,2022-05-20 20:45:44,0.072692
3944490,6e3e120431e74966bf08489f2d1b2ab9,basket,,2022-05-20 20:47:03,0.060189
3944507,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:47:27,0.064753
3944516,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:47:38,0.086845
3944532,aba22af71b8948518d1ff9ad73460f37,menu,,2022-05-20 20:47:57,0.064215
3944542,6e3e120431e74966bf08489f2d1b2ab9,payment,1416914,2022-05-20 20:48:08,0.081429
3944548,6e3e120431e74966bf08489f2d1b2ab9,menu,,2022-05-20 20:48:16,0.070781
3944563,202332a6ab2a48c1996249c91cf19c0e,menu,,2022-05-20 20:48:43,0.073229
3944585,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:49:08,0.066496
3944587,aba22af71b8948518d1ff9ad73460f37,menu,,2022-05-20 20:49:12,0.058074
3944623,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:50:05,0.067956
3944666,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:51:07,0.078296
3944679,202332a6ab2a48c1996249c91cf19c0e,menu,,2022-05-20 20:51:27,0.082228
3944741,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 20:52:58,0.068948
3944753,f5d275e8b96f4150b1b7db694f7a1f01,basket,,2022-05-20 20:53:15,0.085756
3944764,202332a6ab2a48c1996249c91cf19c0e,menu,,2022-05-20 20:53:27,0.068554
3944770,92c5c49bd11d41b8a3e0b0fbd3065454,basket,,2022-05-20 20:53:33,0.064357
3944774,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:53:40,0.066148
3944784,92c5c49bd11d41b8a3e0b0fbd3065454,basket,,2022-05-20 20:53:52,0.059295
3944803,92c5c49bd11d41b8a3e0b0fbd3065454,payment,1416941,2022-05-20 20:54:19,0.067131
3944807,f5d275e8b96f4150b1b7db694f7a1f01,menu,,2022-05-20 20:54:26,0.074724
3944842,92c5c49bd11d41b8a3e0b0fbd3065454,menu,,2022-05-20 20:55:05,0.088826
3944870,aba22af71b8948518d1ff9ad73460f37,menu,,2022-05-20 20:55:36,0.072133
3944921,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 20:56:36,0.084767
3944946,f5d275e8b96f4150b1b7db694f7a1f01,payment,1416959,2022-05-20 20:56:55,0.057397
3944967,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 20:57:23,0.068713
3944987,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 20:57:56,0.070449
3945064,aba22af71b8948518d1ff9ad73460f37,basket,,2022-05-20 20:59:57,0.064856
3945077,202332a6ab2a48c1996249c91cf19c0e,menu,,2022-05-20 21:00:13,0.072887
3945096,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 21:00:45,0.081995
3945099,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 21:00:47,0.084534
3945121,c5c0cceafc8d4ef5af94dd0d72d0b4d2,menu,,2022-05-20 21:01:32,0.0858
3945164,aba22af71b8948518d1ff9ad73460f37,payment,1416982,2022-05-20 21:02:22,0.080213
3945192,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 21:03:05,0.056315
3945280,202332a6ab2a48c1996249c91cf19c0e,basket,,2022-05-20 21:04:53,0.054559
3945290,086952632edf4d1595f64906d032a26a,menu,,2022-05-20 21:05:02,0.077828
3945326,202332a6ab2a48c1996249c91cf19c0e,basket,,2022-05-20 21:05:49,0.087691
3945343,202332a6ab2a48c1996249c91cf19c0e,basket,,2022-05-20 21:06:12,0.08614
3945370,202332a6ab2a48c1996249c91cf19c0e,menu,,2022-05-20 21:06:48,0.061589
3945407,202332a6ab2a48c1996249c91cf19c0e,payment,1417010,2022-05-20 21:07:38,0.058214
3945413,086952632edf4d1595f64906d032a26a,basket,,2022-05-20 21:07:48,0.070978
3945461,086952632edf4d1595f64906d032a26a,payment,1417019,2022-05-20 21:08:44,0.085248
3945602,c5c0cceafc8d4ef5af94dd0d72d0b4d2,menu,,2022-05-20 21:12:10,0.042869
3945642,c5c0cceafc8d4ef5af94dd0d72d0b4d2,basket,,2022-05-20 21:13:03,0.073272
3945666,c5c0cceafc8d4ef5af94dd0d72d0b4d2,basket,,2022-05-20 21:13:50,0.079798
3945763,c5c0cceafc8d4ef5af94dd0d72d0b4d2,menu,,2022-05-20 21:15:44,35.15771
3945778,c5c0cceafc8d4ef5af94dd0d72d0b4d2,basket,,2022-05-20 21:16:01,0.066719
3945807,c5c0cceafc8d4ef5af94dd0d72d0b4d2,menu,,2022-05-20 21:16:47,0.074658
3945840,c5c0cceafc8d4ef5af94dd0d72d0b4d2,payment,1417067,2022-05-20 21:17:31,0.058357
3945993,7fda60bd8c1643289c471369468fcd15,menu,,2022-05-20 21:22:04,0.068946
3946128,7fda60bd8c1643289c471369468fcd15,menu,,2022-05-20 21:25:19,0.052837
3946248,7fda60bd8c1643289c471369468fcd15,menu,,2022-05-20 21:28:39,0.060633
3946408,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:32:55,0.095955
3946430,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:33:24,0.090571
3946504,7fda60bd8c1643289c471369468fcd15,basket,,2022-05-20 21:35:17,0.064977
3946541,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:36:10,0.077597
3946633,7fda60bd8c1643289c471369468fcd15,payment,1417165,2022-05-20 21:38:43,0.081205
3946710,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:41:12,0.043853
3946711,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:41:12,0.081826
3946745,1b350368bbb34bc7939902a515998e7f,menu,,2022-05-20 21:42:07,0.065391
3946799,1b350368bbb34bc7939902a515998e7f,basket,,2022-05-20 21:43:57,0.082128
3946873,1b350368bbb34bc7939902a515998e7f,basket,,2022-05-20 21:46:00,0.048641
3946969,1b350368bbb34bc7939902a515998e7f,payment,1417215,2022-05-20 21:48:52,0
3947232,3044daf8b7fd45ce98ca9cc6fc81287b,menu,,2022-05-20 23:17:20,0.04766
3947233,3044daf8b7fd45ce98ca9cc6fc81287b,menu,,2022-05-20 23:17:35,0.053697
3947503,919af7e157ed4632ab37a52300a1f306,menu,,2022-05-21 6:26:28,0.057255
3947506,919af7e157ed4632ab37a52300a1f306,menu,,2022-05-21 6:28:16,0.053625
3947519,919af7e157ed4632ab37a52300a1f306,menu,,2022-05-21 6:34:18,0.087562
3947523,919af7e157ed4632ab37a52300a1f306,menu,,2022-05-21 6:36:23,0.06044
3947536,919af7e157ed4632ab37a52300a1f306,basket,,2022-05-21 6:40:52,0.080645
3947546,919af7e157ed4632ab37a52300a1f306,menu,,2022-05-21 6:45:36,0.064961
3947885,623b798082d14f538c94b9cedac44b56,menu,,2022-05-21 8:55:52,0.051675
3947893,623b798082d14f538c94b9cedac44b56,menu,,2022-05-21 8:57:48,0.088142
3947898,623b798082d14f538c94b9cedac44b56,menu,,2022-05-21 9:00:53,0.061627
3947908,623b798082d14f538c94b9cedac44b56,basket,,2022-05-21 9:05:41,0.091515
3948083,30d21e31175e4708bc2f32cd53ad3c26,menu,,2022-05-21 9:49:42,0.083635
3948115,30d21e31175e4708bc2f32cd53ad3c26,basket,,2022-05-21 9:54:58,0.066538
3948117,30d21e31175e4708bc2f32cd53ad3c26,basket,,2022-05-21 9:55:00,0.054116
3948128,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 9:55:56,0.073429
3948157,30d21e31175e4708bc2f32cd53ad3c26,basket,,2022-05-21 9:58:38,0.079804
3948181,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 10:00:20,0.059256
3948202,08f9daf50a484d019f2876d4e416ca09,menu,,2022-05-21 10:01:45,0.051411
3948212,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 10:02:13,0.059224
3948242,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 10:04:14,0.070095
3948250,08f9daf50a484d019f2876d4e416ca09,menu,,2022-05-21 10:04:41,0.080968
3948263,f6234877c12746359efbdb6b00310fb0,basket,,2022-05-21 10:05:33,0.077087
3948277,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 10:06:15,0.06828
3948281,f6234877c12746359efbdb6b00310fb0,basket,,2022-05-21 10:06:49,0.077537
3948293,f6234877c12746359efbdb6b00310fb0,menu,,2022-05-21 10:07:14,0.092289
3948298,ef32ecdb0a9347dd98ff2221c7126e78,menu,,2022-05-21 10:07:28,0.073066
3948344,f6234877c12746359efbdb6b00310fb0,payment,1417259,2022-05-21 10:09:35,0.070742
3948382,08f9daf50a484d019f2876d4e416ca09,basket,,2022-05-21 10:11:14,0.050325
3948560,1e712a5e839c4bbc8969472bd96f2523,menu,,2022-05-21 10:17:51,0.059533
3948653,ef32ecdb0a9347dd98ff2221c7126e78,menu,,2022-05-21 10:21:23,0.08073
3948681,1e712a5e839c4bbc8969472bd96f2523,menu,,2022-05-21 10:22:33,0.057683
3948720,1e712a5e839c4bbc8969472bd96f2523,menu,,2022-05-21 10:24:15,0.096019
3948726,ef32ecdb0a9347dd98ff2221c7126e78,basket,,2022-05-21 10:24:29,0.073197
3948735,ef32ecdb0a9347dd98ff2221c7126e78,basket,,2022-05-21 10:24:53,0.070743
3948748,ef32ecdb0a9347dd98ff2221c7126e78,payment,1417292,2022-05-21 10:25:36,0.04891
3948987,1e712a5e839c4bbc8969472bd96f2523,basket,,2022-05-21 10:34:03,0.054868
3948989,1f13dbfe07174e90b684f3083cd6763d,menu,,2022-05-21 10:34:04,0.079974
3948998,1e712a5e839c4bbc8969472bd96f2523,basket,,2022-05-21 10:34:22,0.065615
3949071,1e712a5e839c4bbc8969472bd96f2523,payment,1417320,2022-05-21 10:37:04,0.064972
3949155,a84f3246d0e140b4b198adea18b3b2d8,menu,,2022-05-21 10:39:40,0.067015
3949163,a84f3246d0e140b4b198adea18b3b2d8,menu,,2022-05-21 10:39:57,0.054197
3949542,1f13dbfe07174e90b684f3083cd6763d,basket,,2022-05-21 10:50:50,0.076447
3949564,1f13dbfe07174e90b684f3083cd6763d,menu,,2022-05-21 10:51:14,0.06794
3949576,1f13dbfe07174e90b684f3083cd6763d,menu,,2022-05-21 10:51:31,0.063562
3949592,a84f3246d0e140b4b198adea18b3b2d8,basket,,2022-05-21 10:51:51,0.064164
3949650,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:53:03,0.087404
3949685,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:54:07,0.070563
3949703,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:54:36,0.054114
3949709,a84f3246d0e140b4b198adea18b3b2d8,menu,,2022-05-21 10:54:40,0.073088
3949746,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:55:43,0.057684
3949771,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:56:16,0.072677
3949821,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:57:42,0.067617
3949848,6c9be189609b4a1694d8c29f51fc2677,menu,,2022-05-21 10:58:17,0.057298
3950348,6c9be189609b4a1694d8c29f51fc2677,basket,,2022-05-21 11:09:37,0.06543
3950429,6c9be189609b4a1694d8c29f51fc2677,payment,1417450,2022-05-21 11:11:08,0.086804
3950912,575781ef989045e991944a9bfe52ddc7,menu,,2022-05-21 11:20:19,0.062151
3951489,575781ef989045e991944a9bfe52ddc7,menu,,2022-05-21 11:29:42,0.053193
3951566,575781ef989045e991944a9bfe52ddc7,menu,,2022-05-21 11:31:08,0.079471
3951686,c9be983cdffa4497bb197dc9ced323ed,menu,,2022-05-21 11:32:56,0.065311
3951690,c9be983cdffa4497bb197dc9ced323ed,menu,,2022-05-21 11:33:04,0.069956
3951767,823c8c7e7cf2436693459b4d9b552ccc,menu,,2022-05-21 11:34:17,0.080702
3951789,575781ef989045e991944a9bfe52ddc7,basket,,2022-05-21 11:34:34,0.072869
3951835,c9be983cdffa4497bb197dc9ced323ed,menu,,2022-05-21 11:35:08,0.065993
3951941,575781ef989045e991944a9bfe52ddc7,menu,,2022-05-21 11:36:39,0.070034
3952050,c9be983cdffa4497bb197dc9ced323ed,menu,,2022-05-21 11:38:10,0.071866
3952078,0486a8b922064d64ac69aa1c215c554b,menu,,2022-05-21 11:38:40,0.104106
3952295,0486a8b922064d64ac69aa1c215c554b,menu,,2022-05-21 11:42:07,0.066509
3952475,823c8c7e7cf2436693459b4d9b552ccc,menu,,2022-05-21 11:44:56,0.086909
3952493,c9be983cdffa4497bb197dc9ced323ed,menu,,2022-05-21 11:45:15,0.090591
3952535,c9be983cdffa4497bb197dc9ced323ed,basket,,2022-05-21 11:45:55,0.061656
3952654,823c8c7e7cf2436693459b4d9b552ccc,menu,,2022-05-21 11:47:34,0.053746
3952707,c9be983cdffa4497bb197dc9ced323ed,basket,,2022-05-21 11:48:22,0.066435
3952738,a3a962cc04ca4d209dbc323f3b3cb57c,menu,,2022-05-21 11:48:46,0.078433
3952770,823c8c7e7cf2436693459b4d9b552ccc,menu,,2022-05-21 11:49:15,0.076479
