index,before_drinks_n,before_drinks_price,before_pizza_n,before_pizza_price,before_total_price,during_drinks_n,during_drinks_price,during_pizza_n,during_pizza_price,during_total_price
585,2,150,3,1980,2130,0,0,3,2040,2040
586,1,70,1,740,810,1,80,1,730,810
587,0,0,1,780,780,0,0,1,780,780
588,1,80,3,2230,2310,0,0,3,2040,2040
589,0,0,1,840,840,0,0,1,540,540
590,1,70,2,1250,1320,0,0,2,1320,1320
591,1,80,1,520,600,1,80,1,820,900
592,1,80,2,1210,1290,1,90,2,1440,1530
593,0,0,1,540,540,0,0,1,540,540
594,2,160,3,2240,2400,2,160,3,2120,2280
595,0,0,2,1320,1320,0,0,2,1560,1560
596,0,0,1,780,780,1,80,1,550,630
597,0,0,2,1560,1560,0,0,2,1380,1380
598,0,0,1,720,720,0,0,1,720,720
599,0,0,1,780,780,0,0,1,720,720
600,1,80,2,1210,1290,1,80,2,1240,1320
601,1,80,1,730,810,1,80,1,820,900
602,0,0,2,1560,1560,1,90,2,1410,1500
603,0,0,1,540,540,0,0,1,600,600
604,0,0,1,840,840,0,0,1,840,840
605,1,90,3,2340,2430,0,0,3,2400,2400
606,0,0,1,720,720,0,0,1,780,780
607,0,0,1,780,780,0,0,1,780,780
608,1,70,1,860,930,1,70,1,860,930
609,1,90,3,2310,2400,1,80,4,2410,2490
610,0,0,1,540,540,1,80,1,520,600
611,1,90,1,720,810,0,0,1,780,780
612,1,80,4,2590,2670,1,70,4,2600,2670
613,0,0,2,1440,1440,0,0,2,1440,1440
614,0,0,1,780,780,0,0,1,780,780
615,0,0,4,2520,2520,0,0,4,2520,2520
616,1,70,1,620,690,0,0,1,660,660
617,0,0,2,1560,1560,0,0,2,1560,1560
618,0,0,1,780,780,0,0,1,780,780
619,1,80,1,670,750,0,0,1,780,780
620,0,0,1,660,660,0,0,1,720,720
621,1,90,1,660,750,0,0,1,600,600
622,0,0,1,660,660,0,0,1,660,660
623,0,0,1,840,840,0,0,1,840,840
624,0,0,1,840,840,0,0,1,780,780
625,0,0,1,720,720,0,0,1,720,720
626,0,0,3,2160,2160,0,0,3,2280,2280
627,1,70,1,800,870,0,0,1,720,720
628,1,80,2,1420,1500,1,70,2,1430,1500
629,0,0,3,1800,1800,1,70,2,1700,1770
630,0,0,1,540,540,0,0,1,720,720
631,0,0,4,3060,3060,1,90,4,2760,2850
632,0,0,1,780,780,0,0,1,780,780
633,1,80,1,610,690,0,0,1,840,840
634,1,70,1,830,900,0,0,1,540,540
635,0,0,1,720,720,1,70,1,800,870
636,1,80,1,730,810,1,80,1,550,630
637,1,90,2,1260,1350,1,80,2,1540,1620
638,0,0,1,780,780,0,0,1,540,540
639,0,0,1,540,540,0,0,1,600,600
640,0,0,1,600,600,0,0,1,720,720
641,0,0,1,660,660,0,0,1,720,720
642,0,0,4,2760,2760,0,0,4,2820,2820
643,0,0,1,780,780,0,0,1,600,600
644,0,0,2,1320,1320,1,90,2,1320,1410
645,1,80,1,730,810,0,0,1,600,600
646,1,70,1,800,870,1,80,1,790,870
647,1,70,1,620,690,0,0,1,840,840
648,4,340,5,3680,4020,0,0,6,4140,4140
649,1,80,1,550,630,1,80,1,550,630
650,1,70,2,1580,1650,1,70,2,1610,1680
651,0,0,1,840,840,1,80,1,610,690
652,0,0,1,660,660,0,0,1,660,660
653,0,0,1,780,780,0,0,1,720,720
654,0,0,1,780,780,1,90,1,780,870
655,0,0,1,720,720,0,0,1,600,600
656,1,80,3,2350,2430,2,160,3,2270,2430
657,1,70,1,800,870,0,0,1,720,720
658,0,0,1,720,720,0,0,1,780,780
659,0,0,1,840,840,1,80,1,730,810
660,0,0,1,840,840,0,0,1,660,660
661,0,0,1,720,720,0,0,1,780,780
662,0,0,1,840,840,0,0,1,780,780
663,0,0,1,780,780,0,0,1,780,780
664,0,0,2,1320,1320,0,0,2,1260,1260
665,0,0,4,2820,2820,1,90,4,2850,2940
666,1,80,1,850,930,1,70,1,860,930
667,2,160,4,2750,2910,1,80,4,2860,2940
668,0,0,1,780,780,0,0,1,660,660
669,0,0,1,660,660,1,90,1,600,690
670,1,70,1,560,630,1,80,1,790,870
671,0,0,3,2160,2160,0,0,3,2160,2160
672,1,70,1,680,750,0,0,1,660,660
673,1,80,1,820,900,0,0,1,780,780
674,1,90,3,2130,2220,0,0,3,1980,1980
675,2,150,3,1890,2040,0,0,3,1920,1920
676,0,0,1,780,780,0,0,1,780,780
677,0,0,1,720,720,0,0,1,600,600
678,0,0,2,1320,1320,1,90,2,1260,1350
679,0,0,1,600,600,0,0,1,540,540
680,1,90,3,1980,2070,2,150,3,2190,2340
681,1,80,1,730,810,0,0,1,780,780
682,1,90,1,690,780,1,70,1,800,870
683,0,0,1,660,660,0,0,1,660,660
684,0,0,2,1260,1260,0,0,2,1200,1200
685,2,160,3,2270,2430,2,160,3,2270,2430
686,1,80,3,2050,2130,0,0,3,2040,2040
687,1,70,2,1670,1740,0,0,3,1800,1800
688,0,0,1,540,540,0,0,1,720,720
689,1,70,2,1100,1170,1,90,2,1080,1170
690,1,70,1,770,840,0,0,1,600,600
691,0,0,2,1560,1560,0,0,2,1560,1560
692,0,0,1,780,780,1,90,1,660,750
693,1,90,3,2130,2220,1,90,3,2040,2130
694,2,150,4,2730,2880,1,80,4,2770,2850
695,1,80,1,610,690,1,70,1,620,690
696,1,90,1,780,870,0,0,1,840,840
697,0,0,2,1560,1560,0,0,2,1560,1560
698,0,0,1,780,780,0,0,1,720,720
699,1,90,1,840,930,1,70,1,860,930
700,0,0,1,660,660,0,0,1,660,660
701,0,0,2,1620,1620,0,0,2,1620,1620
702,1,80,2,1450,1530,1,80,2,1450,1530
703,0,0,3,1920,1920,1,80,3,2140,2220
704,1,90,2,1380,1470,1,70,2,1400,1470
705,0,0,1,780,780,0,0,1,780,780
706,0,0,1,540,540,0,0,1,540,540
707,1,90,2,1290,1380,1,80,2,1330,1410
708,0,0,2,1140,1140,0,0,2,1140,1140
709,0,0,3,2040,2040,0,0,3,1980,1980
710,0,0,1,660,660,0,0,1,840,840
711,0,0,2,1320,1320,1,80,2,1270,1350
712,0,0,1,540,540,1,70,1,710,780
713,0,0,2,1500,1500,1,80,2,1390,1470
714,0,0,1,780,780,0,0,1,780,780
715,0,0,1,780,780,0,0,1,780,780
716,1,90,1,600,690,1,80,1,610,690
717,0,0,1,600,600,0,0,1,600,600
718,0,0,3,2160,2160,1,70,3,2180,2250
719,1,80,2,1480,1560,0,0,2,1560,1560
720,0,0,1,720,720,1,80,1,610,690
721,0,0,5,3420,3420,1,80,5,3250,3330
722,1,80,3,2110,2190,2,160,3,1940,2100
723,0,0,1,540,540,0,0,1,600,600
724,0,0,1,720,720,0,0,1,660,660
725,1,70,2,1520,1590,1,90,2,1470,1560
726,1,80,3,2200,2280,0,0,3,2400,2400
727,0,0,1,780,780,0,0,1,780,780
728,0,0,1,660,660,1,70,1,680,750
729,2,160,3,1970,2130,0,0,3,2160,2160
730,0,0,1,720,720,0,0,1,840,840
731,0,0,2,1320,1320,0,0,2,1440,1440
732,1,80,2,1480,1560,1,90,2,1500,1590
733,1,80,1,790,870,1,80,1,760,840
734,0,0,1,780,780,0,0,1,840,840
735,0,0,1,780,780,0,0,1,780,780
736,0,0,2,1500,1500,1,70,2,1520,1590
737,1,80,1,610,690,1,70,1,680,750
738,0,0,1,600,600,0,0,1,720,720
739,0,0,1,780,780,0,0,1,600,600
740,0,0,1,660,660,0,0,1,780,780
741,1,90,2,1320,1410,0,0,2,1440,1440
742,0,0,1,540,540,0,0,1,840,840
743,1,70,3,2180,2250,1,90,3,2280,2370
744,0,0,1,720,720,0,0,1,720,720
745,0,0,3,2160,2160,0,0,3,1980,1980
746,0,0,2,1140,1140,1,80,2,1090,1170
747,0,0,4,3000,3000,1,90,4,2850,2940
748,1,80,2,1330,1410,1,90,2,1290,1380
749,0,0,1,600,600,0,0,1,600,600
750,1,80,1,730,810,0,0,1,840,840
751,0,0,3,2340,2340,0,0,3,2340,2340
752,0,0,1,540,540,1,80,1,670,750
753,1,90,4,2670,2760,2,160,4,2540,2700
754,0,0,2,1500,1500,1,70,2,1520,1590
755,0,0,1,720,720,0,0,1,780,780
756,1,80,2,1510,1590,1,80,2,1540,1620
757,1,90,1,750,840,0,0,1,660,660
758,1,90,1,690,780,1,90,1,720,810
759,0,0,1,780,780,1,70,1,740,810
760,0,0,1,660,660,1,90,1,660,750
761,1,80,1,850,930,1,90,1,840,930
762,1,80,1,610,690,0,0,1,660,660
763,0,0,2,1140,1140,1,70,1,860,930
764,0,0,1,780,780,0,0,1,780,780
765,0,0,1,540,540,0,0,1,540,540
766,0,0,2,1320,1320,0,0,2,1380,1380
767,0,0,1,720,720,0,0,1,780,780
768,1,80,1,610,690,1,70,1,620,690
769,1,70,2,1490,1560,1,90,2,1440,1530
770,0,0,3,2280,2280,0,0,3,1920,1920
771,1,80,1,790,870,1,80,1,760,840
772,1,80,2,1420,1500,1,80,2,1480,1560
773,0,0,1,780,780,0,0,1,780,780
774,0,0,1,840,840,0,0,1,660,660
775,0,0,1,660,660,0,0,1,660,660
776,0,0,3,2220,2220,0,0,3,1980,1980
777,0,0,3,1860,1860,0,0,3,1800,1800
778,0,0,1,600,600,0,0,1,600,600
779,1,70,1,740,810,0,0,1,600,600
780,1,80,1,670,750,0,0,1,780,780
781,1,90,1,690,780,0,0,1,660,660
782,0,0,2,1560,1560,0,0,2,1560,1560
783,0,0,2,1260,1260,1,80,2,1180,1260
784,1,70,2,1580,1650,1,90,2,1560,1650
785,0,0,1,660,660,0,0,1,660,660
786,1,80,3,2170,2250,0,0,3,2220,2220
787,0,0,1,600,600,1,80,1,550,630
788,1,80,1,760,840,0,0,1,840,840
789,0,0,1,720,720,0,0,1,600,600
790,0,0,1,720,720,0,0,1,720,720
791,0,0,1,780,780,0,0,1,780,780
792,1,80,2,1360,1440,1,90,2,1350,1440
793,1,90,1,540,630,0,0,1,660,660
794,0,0,1,600,600,0,0,1,600,600
795,1,80,1,850,930,0,0,2,1080,1080
796,0,0,1,780,780,0,0,1,780,780
797,0,0,1,780,780,1,90,1,780,870
798,0,0,2,1200,1200,0,0,2,1200,1200
799,0,0,2,1560,1560,2,170,2,1300,1470
800,0,0,1,720,720,0,0,1,720,720
801,0,0,1,540,540,1,90,1,750,840
802,1,70,1,800,870,1,90,1,540,630
803,1,90,2,1050,1140,0,0,2,1200,1200
804,0,0,2,1320,1320,0,0,2,1620,1620
805,1,90,1,720,810,0,0,1,780,780
806,1,80,1,670,750,1,80,1,670,750
807,1,70,1,530,600,0,0,1,540,540
808,1,70,1,740,810,1,70,1,620,690
809,1,90,2,1380,1470,0,0,2,1500,1500
810,0,0,1,720,720,0,0,1,780,780
811,0,0,1,600,600,1,70,1,620,690
812,1,80,2,1330,1410,1,80,2,1300,1380
813,1,70,1,680,750,1,70,1,680,750
814,1,80,1,850,930,0,0,1,780,780
815,0,0,3,2040,2040,0,0,3,2040,2040
816,1,90,1,600,690,0,0,1,840,840
817,0,0,1,600,600,0,0,1,780,780
818,1,90,3,2100,2190,0,0,3,2160,2160
819,0,0,1,660,660,0,0,1,780,780
820,2,150,3,2100,2250,2,170,3,2080,2250
821,1,70,2,1280,1350,1,80,2,1270,1350
822,1,80,2,1480,1560,1,80,2,1570,1650
823,1,70,2,1400,1470,0,0,2,1440,1440
824,1,90,1,720,810,0,0,1,780,780
825,0,0,1,720,720,0,0,1,720,720
826,0,0,1,540,540,1,80,1,760,840
827,0,0,1,720,720,0,0,1,720,720
828,1,70,3,2330,2400,2,150,3,2310,2460
829,1,80,2,1270,1350,0,0,2,1440,1440
830,2,180,4,2670,2850,1,80,4,2800,2880
831,2,180,3,2040,2220,1,80,3,2050,2130
832,0,0,1,540,540,1,80,1,760,840
833,1,80,1,580,660,0,0,1,660,660
834,0,0,1,660,660,0,0,1,660,660
835,0,0,1,780,780,0,0,1,780,780
836,0,0,1,780,780,0,0,1,720,720
837,0,0,1,600,600,1,70,1,620,690
838,1,70,1,650,720,1,90,1,660,750
839,1,80,1,730,810,0,0,1,600,600
840,0,0,3,2280,2280,1,80,3,2110,2190
841,1,80,1,850,930,0,0,2,1080,1080
842,0,0,3,2040,2040,2,150,3,2130,2280
843,0,0,1,840,840,1,80,1,610,690
844,1,90,2,1440,1530,0,0,2,1200,1200
845,0,0,2,1320,1320,1,90,2,1290,1380
846,1,70,1,680,750,0,0,1,660,660
847,1,80,1,790,870,0,0,1,780,780
848,0,0,3,2160,2160,2,150,3,1890,2040
849,1,80,2,1270,1350,1,80,2,1480,1560
850,0,0,2,1620,1620,1,80,2,1240,1320
851,0,0,1,840,840,0,0,1,720,720
852,0,0,4,2400,2400,2,160,3,2180,2340
853,0,0,1,840,840,1,70,1,680,750
854,1,90,2,1380,1470,0,0,2,1380,1380
855,0,0,1,540,540,0,0,1,660,660
856,2,160,3,2240,2400,2,170,3,2230,2400
857,1,80,1,730,810,0,0,1,780,780
858,1,70,1,620,690,0,0,1,660,660
859,0,0,1,840,840,0,0,1,840,840
860,1,70,1,680,750,1,80,1,670,750
861,0,0,1,600,600,1,80,1,550,630
862,1,70,2,1340,1410,1,80,2,1330,1410
863,0,0,1,540,540,1,80,1,760,840
864,0,0,2,1500,1500,1,80,2,1540,1620
865,1,80,1,670,750,0,0,1,540,540
866,0,0,1,660,660,0,0,1,660,660
867,0,0,1,540,540,0,0,1,540,540
868,0,0,3,1980,1980,0,0,3,1860,1860
869,0,0,2,1560,1560,1,90,2,1500,1590
870,1,80,2,1630,1710,1,80,2,1690,1770
871,0,0,1,780,780,0,0,1,780,780
872,1,90,1,720,810,0,0,1,720,720
873,1,90,2,1290,1380,1,70,2,1310,1380
874,1,70,4,2750,2820,2,170,4,2620,2790
875,1,70,2,1490,1560,0,0,2,1560,1560
876,2,150,5,3630,3780,1,90,5,3630,3720
877,0,0,1,720,720,0,0,1,840,840
878,2,150,2,1470,1620,1,90,2,1560,1650
879,0,0,1,540,540,0,0,1,540,540
880,0,0,1,840,840,0,0,1,840,840
881,0,0,1,720,720,1,80,1,790,870
882,1,90,1,810,900,0,0,1,600,600
883,1,90,4,2760,2850,1,80,4,2770,2850
884,0,0,2,1560,1560,0,0,2,1500,1500
885,1,80,2,1450,1530,0,0,2,1560,1560
886,0,0,1,660,660,1,80,1,610,690
887,0,0,3,2100,2100,0,0,3,2160,2160
888,0,0,2,1320,1320,0,0,2,1380,1380
889,0,0,1,540,540,0,0,1,660,660
890,0,0,2,1560,1560,0,0,2,1320,1320
891,0,0,1,600,600,1,90,1,510,600
892,0,0,1,720,720,1,70,1,680,750
893,1,90,2,1380,1470,1,80,2,1330,1410
894,0,0,1,540,540,1,70,1,530,600
895,0,0,1,720,720,1,90,1,720,810
896,0,0,4,2460,2460,1,80,3,2350,2430
897,1,70,3,2330,2400,2,160,3,2090,2250
898,1,90,1,720,810,0,0,1,720,720
899,1,80,1,610,690,0,0,1,600,600
900,0,0,1,540,540,1,80,1,820,900
901,0,0,2,1140,1140,1,70,2,1400,1470
902,1,90,1,750,840,0,0,1,780,780
903,0,0,2,1260,1260,0,0,2,1140,1140
904,0,0,1,600,600,0,0,1,600,600
905,1,80,4,2950,3030,1,80,4,2890,2970
906,0,0,1,840,840,0,0,1,780,780
907,0,0,1,780,780,0,0,1,780,780
908,0,0,1,780,780,0,0,1,780,780
909,0,0,2,1260,1260,0,0,2,1260,1260
910,0,0,3,2040,2040,0,0,3,2100,2100
911,1,80,2,1510,1590,0,0,2,1680,1680
912,0,0,2,1440,1440,1,80,2,1330,1410
913,0,0,1,540,540,0,0,1,540,540
914,0,0,2,1500,1500,0,0,2,1380,1380
915,1,80,1,730,810,0,0,1,780,780
916,0,0,1,660,660,0,0,1,660,660
917,0,0,1,600,600,1,80,1,550,630
918,2,170,2,1360,1530,1,90,2,1320,1410
919,0,0,1,660,660,0,0,1,660,660
920,0,0,1,780,780,1,80,1,730,810
921,1,70,3,1910,1980,1,70,3,1910,1980
922,1,70,1,560,630,1,80,1,610,690
923,0,0,1,840,840,1,70,1,620,690
924,0,0,1,840,840,1,80,1,670,750
925,1,80,2,1330,1410,1,70,2,1460,1530
926,0,0,7,5520,5520,0,0,7,5520,5520
927,1,90,1,660,750,1,80,1,520,600
928,0,0,2,1380,1380,2,170,2,1330,1500
929,2,160,2,1550,1710,1,90,2,1590,1680
930,1,90,1,780,870,1,90,1,780,870
931,1,70,1,620,690,1,80,1,610,690
932,0,0,2,1260,1260,1,80,2,1150,1230
933,0,0,1,780,780,1,80,1,760,840
934,0,0,1,600,600,0,0,1,600,600
935,1,80,1,550,630,0,0,1,600,600
936,0,0,3,1980,1980,0,0,3,1980,1980
937,0,0,2,1440,1440,0,0,2,1260,1260
938,0,0,1,540,540,0,0,1,540,540
939,1,80,2,1570,1650,0,0,2,1380,1380
940,0,0,1,720,720,1,90,1,660,750
941,0,0,1,840,840,1,90,1,750,840
942,0,0,1,780,780,0,0,1,840,840
943,0,0,1,780,780,0,0,1,780,780
944,0,0,2,1560,1560,0,0,2,1560,1560
945,1,80,2,1450,1530,1,80,2,1450,1530
946,0,0,1,840,840,0,0,1,600,600
947,1,80,2,1540,1620,1,80,2,1540,1620
948,0,0,4,2520,2520,1,70,4,2600,2670
949,1,80,1,730,810,0,0,1,840,840
950,0,0,1,780,780,0,0,1,660,660
951,0,0,1,780,780,0,0,1,600,600
952,0,0,1,600,600,0,0,1,600,600
953,1,70,1,740,810,1,80,1,730,810
954,0,0,1,540,540,0,0,1,780,780
955,0,0,2,1500,1500,0,0,2,1200,1200
956,0,0,1,600,600,0,0,1,780,780
957,1,90,2,1410,1500,1,80,2,1420,1500
958,0,0,2,1260,1260,0,0,2,1320,1320
959,1,80,1,550,630,1,90,1,540,630
960,1,80,1,550,630,0,0,1,600,600
961,1,80,1,550,630,1,90,1,780,870
962,1,90,1,660,750,0,0,1,720,720
963,0,0,1,720,720,0,0,1,720,720
964,1,80,1,610,690,0,0,1,600,600
965,0,0,1,840,840,1,80,1,730,810
966,0,0,3,2340,2340,1,90,3,1890,1980
967,1,80,1,670,750,0,0,1,720,720
968,1,70,1,620,690,0,0,1,720,720
969,0,0,1,720,720,1,70,1,860,930
970,0,0,1,780,780,0,0,1,780,780
971,0,0,1,780,780,0,0,1,780,780
972,2,160,3,2120,2280,2,170,3,2110,2280
973,0,0,3,2040,2040,2,150,3,2130,2280
974,0,0,2,1620,1620,1,80,2,1510,1590
975,1,90,2,1350,1440,0,0,2,1560,1560
976,1,90,3,2160,2250,1,70,3,2030,2100
977,1,90,1,600,690,0,0,1,660,660
978,2,180,5,3210,3390,2,150,4,3180,3330
979,1,80,2,1480,1560,0,0,2,1320,1320
980,1,80,1,610,690,1,80,1,790,870
981,0,0,1,720,720,0,0,1,720,720
982,0,0,3,2040,2040,0,0,3,2100,2100
983,1,90,1,780,870,1,70,1,770,840
984,0,0,2,1380,1380,0,0,2,1380,1380
985,0,0,1,720,720,0,0,1,720,720
986,0,0,1,780,780,0,0,1,780,780
987,0,0,1,540,540,1,90,1,510,600
988,1,80,1,730,810,1,80,1,550,630
989,0,0,5,3420,3420,1,80,5,3520,3600
990,0,0,1,780,780,1,90,1,720,810
991,0,0,1,780,780,0,0,1,660,660
992,0,0,1,540,540,0,0,1,600,600
993,1,90,1,690,780,0,0,1,600,600
994,0,0,1,600,600,0,0,1,540,540
995,0,0,1,600,600,0,0,1,600,600
996,0,0,2,1380,1380,0,0,2,1380,1380
997,1,80,1,850,930,1,80,1,850,930
998,0,0,1,600,600,1,70,1,560,630
999,0,0,3,2340,2340,2,150,3,2130,2280
1000,0,0,1,600,600,1,80,1,760,840
1001,1,90,1,840,930,0,0,1,540,540
1002,1,80,5,3790,3870,1,70,5,3830,3900
1003,0,0,1,600,600,0,0,1,600,600
1004,0,0,1,780,780,0,0,1,780,780
1005,1,70,3,2360,2430,2,170,3,2260,2430
1006,0,0,3,2220,2220,0,0,3,2220,2220
1007,0,0,2,1380,1380,0,0,2,1440,1440
1008,1,90,1,780,870,0,0,1,840,840
1009,0,0,3,2460,2460,0,0,3,2400,2400
1010,0,0,4,2940,2940,1,70,4,2870,2940
1011,0,0,1,840,840,0,0,1,540,540
1012,1,80,1,580,660,0,0,1,720,720
1013,1,80,2,1510,1590,0,0,2,1380,1380
1014,0,0,2,1500,1500,0,0,2,1260,1260
1015,1,80,1,550,630,0,0,1,660,660
1016,0,0,5,3480,3480,3,250,5,3380,3630
1017,1,90,1,690,780,1,70,1,740,810
1018,0,0,3,2100,2100,0,0,3,2040,2040
1019,0,0,2,1440,1440,0,0,2,1380,1380
1020,1,80,2,1450,1530,1,80,2,1270,1350
1021,0,0,1,720,720,1,80,1,790,870
1022,1,80,2,1240,1320,1,70,2,1490,1560
1023,1,90,3,2160,2250,1,80,3,2110,2190
1024,0,0,1,600,600,1,80,1,700,780
1025,0,0,1,720,720,0,0,1,720,720
1026,1,90,8,6120,6210,1,80,9,6400,6480
1027,1,80,1,550,630,0,0,1,600,600
1028,0,0,3,2040,2040,0,0,3,2100,2100
1029,0,0,1,840,840,0,0,1,600,600
1030,1,80,2,1450,1530,0,0,2,1560,1560
1031,0,0,2,1320,1320,0,0,2,1320,1320
1032,0,0,1,840,840,0,0,1,840,840
1033,2,140,4,3190,3330,0,0,5,3300,3300
1034,1,80,2,1300,1380,0,0,2,1440,1440
1035,0,0,1,540,540,1,70,1,770,840
1036,0,0,1,840,840,0,0,1,840,840
1037,1,80,1,790,870,1,80,1,610,690
1038,1,90,1,630,720,0,0,1,660,660
1039,0,0,4,2760,2760,2,170,4,2830,3000
1040,0,0,1,720,720,1,70,1,800,870
1041,0,0,1,720,720,1,80,1,670,750
1042,0,0,4,2940,2940,0,0,4,2940,2940
1043,1,70,1,560,630,0,0,1,720,720
1044,0,0,1,780,780,0,0,1,780,780
1045,0,0,3,1860,1860,1,70,3,1790,1860
1046,0,0,3,1980,1980,3,220,3,2210,2430
1047,0,0,3,2340,2340,0,0,3,2100,2100
1048,0,0,1,720,720,0,0,1,780,780
1049,0,0,1,780,780,1,70,1,740,810
1050,0,0,2,1500,1500,0,0,2,1380,1380
1051,0,0,1,780,780,1,90,1,540,630
1052,1,70,2,1400,1470,1,70,2,1370,1440
1053,1,80,1,580,660,0,0,1,660,660
1054,0,0,8,5700,5700,4,310,8,5960,6270
1055,0,0,3,1980,1980,0,0,3,1980,1980
1056,0,0,1,840,840,0,0,1,840,840
1057,0,0,1,780,780,0,0,1,660,660
1058,0,0,1,840,840,1,80,1,850,930
1059,0,0,1,600,600,0,0,1,660,660
1060,0,0,1,720,720,0,0,1,720,720
1061,0,0,1,540,540,1,90,1,600,690
1062,0,0,1,720,720,0,0,1,720,720
1063,1,80,1,820,900,0,0,1,600,600
1064,1,90,1,720,810,1,80,1,790,870
1065,0,0,3,2040,2040,1,80,3,1990,2070
1066,0,0,1,660,660,0,0,1,660,660
1067,0,0,1,540,540,0,0,1,540,540
1068,0,0,2,1380,1380,1,70,2,1280,1350
1069,1,70,3,1910,1980,0,0,3,1980,1980
1070,0,0,1,780,780,0,0,1,840,840
1071,1,70,3,2030,2100,1,80,3,2170,2250
1072,0,0,2,1440,1440,1,70,2,1580,1650
1073,1,90,1,630,720,0,0,1,600,600
1074,1,70,4,2420,2490,1,80,4,2500,2580
1075,1,80,2,1630,1710,1,80,2,1630,1710
1076,0,0,1,600,600,0,0,1,540,540
1077,1,80,2,1240,1320,0,0,2,1500,1500
1078,0,0,1,540,540,1,90,1,600,690
1079,0,0,1,540,540,0,0,1,600,600
1080,1,80,2,1600,1680,1,80,2,1600,1680
1081,1,80,1,730,810,0,0,1,720,720
1082,1,70,4,2960,3030,0,0,4,3060,3060
1083,0,0,3,2340,2340,1,80,3,2260,2340
1084,0,0,1,540,540,0,0,1,600,600
1085,0,0,1,540,540,1,70,1,560,630
1086,0,0,1,540,540,0,0,1,780,780
1087,0,0,1,780,780,1,90,1,780,870
1088,0,0,2,1440,1440,0,0,2,1440,1440
1089,0,0,4,2880,2880,0,0,4,2880,2880
1090,1,70,2,1460,1530,0,0,2,1380,1380
1091,0,0,1,600,600,1,80,1,670,750
1092,1,90,1,780,870,1,70,1,800,870
1093,1,80,1,610,690,0,0,1,660,660
1094,1,70,1,740,810,0,0,1,840,840
1095,1,80,4,2860,2940,1,80,4,2890,2970
1096,0,0,1,660,660,1,70,1,800,870
1097,1,80,2,1300,1380,0,0,2,1500,1500
1098,0,0,2,1320,1320,0,0,2,1380,1380
1099,0,0,1,660,660,1,90,1,510,600
1100,1,80,1,670,750,0,0,1,540,540
1101,0,0,1,840,840,0,0,1,840,840
1102,0,0,1,600,600,1,70,1,530,600
1103,0,0,1,720,720,0,0,1,720,720
1104,0,0,1,720,720,1,80,1,670,750
1105,0,0,1,780,780,0,0,1,840,840
1106,2,170,2,1330,1500,1,70,2,1160,1230
1107,0,0,2,1320,1320,0,0,2,1500,1500
1108,1,90,1,660,750,0,0,1,720,720
1109,1,70,1,530,600,0,0,1,780,780
1110,0,0,1,600,600,0,0,1,720,720
1111,0,0,1,720,720,0,0,1,840,840
1112,1,90,2,1560,1650,0,0,2,1440,1440
1113,0,0,1,660,660,0,0,1,660,660
1114,0,0,3,2040,2040,2,170,3,1870,2040
1115,1,80,1,730,810,0,0,1,840,840
1116,1,80,1,670,750,0,0,1,780,780
1117,0,0,2,1560,1560,0,0,2,1200,1200
1118,0,0,4,3060,3060,1,90,4,2700,2790
1119,0,0,1,660,660,0,0,1,660,660
1120,0,0,1,780,780,1,80,1,640,720
1121,0,0,1,660,660,1,90,1,780,870
1122,0,0,2,1560,1560,1,70,2,1460,1530
1123,1,90,2,1380,1470,0,0,2,1500,1500
1124,1,70,3,1700,1770,1,90,3,1680,1770
1125,0,0,2,1440,1440,0,0,2,1440,1440
1126,2,160,3,2120,2280,0,0,3,2160,2160
1127,0,0,1,840,840,0,0,1,840,840
1128,0,0,1,780,780,1,70,1,680,750
1129,0,0,1,540,540,0,0,1,600,600
1130,0,0,1,660,660,0,0,1,660,660
1131,1,80,1,670,750,0,0,1,780,780
1132,2,170,2,1150,1320,1,80,2,1270,1350
1133,0,0,1,600,600,0,0,1,600,600
1134,1,90,2,1560,1650,0,0,2,1620,1620
1135,0,0,1,780,780,0,0,1,780,780
1136,1,90,1,540,630,0,0,1,600,600
1137,0,0,1,540,540,0,0,1,660,660
1138,0,0,1,720,720,0,0,1,600,600
1139,0,0,3,2100,2100,2,170,3,2050,2220
1140,0,0,3,2160,2160,2,150,3,2010,2160
1141,0,0,2,1320,1320,0,0,2,1320,1320
1142,1,80,1,610,690,1,80,1,610,690
1143,0,0,1,660,660,0,0,1,660,660
1144,1,90,5,3570,3660,2,160,5,3560,3720
1145,1,70,2,1550,1620,1,70,2,1580,1650
1146,0,0,1,660,660,0,0,1,660,660
1147,0,0,3,1980,1980,2,170,3,2170,2340
1148,0,0,2,1380,1380,0,0,2,1200,1200
1149,2,150,4,3000,3150,1,70,4,3230,3300
1150,0,0,2,1320,1320,2,170,2,1180,1350
1151,0,0,1,600,600,0,0,1,660,660
1152,0,0,1,780,780,0,0,1,780,780
1153,0,0,2,1440,1440,0,0,2,1260,1260
1154,3,250,5,3770,4020,2,180,5,3840,4020
1155,1,80,1,730,810,0,0,1,720,720
1156,0,0,1,660,660,0,0,1,720,720
1157,1,80,1,670,750,1,80,1,670,750
1158,1,80,1,550,630,0,0,1,660,660
1159,0,0,1,720,720,0,0,1,780,780
1160,0,0,3,1740,1740,0,0,3,1740,1740
1161,0,0,1,600,600,0,0,1,600,600
1162,0,0,3,1860,1860,2,160,3,1700,1860
1163,1,80,5,3130,3210,0,0,5,3420,3420
1164,1,80,2,1450,1530,0,0,2,1200,1200
1165,0,0,2,1200,1200,1,70,2,1190,1260
